Carex glaucodea,653371
Carex gracilescens,912437
Carex gracillima,140820
Carex granularis,418164
Carex gravida,472443
Carex grayi,100279
Carex grisea,653373
Carex haydenii,314425
Carex hirsutella,912445
Carex hirta,15193
Carex hirtifolia,312746
Carex hitchcockiana,312747
Carex hystericina,312748
Carex interior,203791
Carex intumescens,312749
Carex jamesii,69870
Carex lacustris,912454
Carex laeviconica,912455
Carex laevivaginata,312750
Carex lasiocarpa,241213
Carex laxiculmis,912457
Carex laxiflora,69859
Carex leavenworthii,140826
Carex leptalea,100281
Carex leptonervia,912462
Carex limosa,140829
Carex longii,314432
Carex lupuliformis,912466
Carex lupulina,140830
Carex lurida,140831
Carex meadii,912471
Carex mesochorea,432998
Carex molesta,314438
Carex muehlenbergii,312756
Carex muskingumensis,240673
Carex nebrascensis,657483
Carex nigromarginata,247934
Carex normalis,314441
Carex oligocarpa,312758
Carex oligosperma,312759
Carex pallescens,140842
Carex pauciflora,140843
Carex peckii,69861
Carex pedunculata,140846
Carex pellita,912486
Carex pensylvanica,69862
Carex plantaginea,69863
Carex platyphylla,912492
Carex praegracilis,314455
Carex prairea,314456
Carex prasina,140851
Carex praticola,314457
Carex projecta,312761
Carex pseudocyperus,241227
Carex radiata,312763
Carex retrorsa,312764
Carex richardsonii,912499
Carex rosea,312766
Carex rugosperma,69865
Carex sartwellii,314462
Carex scabrata,312767
Carex scoparia,314463
Carex seorsa,433008
Carex shortiana,312769
Carex siccata,240668
Carex sparganioides,418181
Carex spicata,240682
Carex sprengelii,912512
Carex squarrosa,312770
Carex sterilis,433011
Carex stipata,240665
Carex straminea,314471
Carex stricta,301498
Carex suberecta,314474
Carex swanii,312772
Carex tenera,314416
Carex tenuiflora,312774
Carex tetanica,912518
Carex texensis,433013
Carex tonsa,299770
Carex torreyi,140860
Carex torta,140861
Carex tribuloides,312775
Carex trichocarpa,312776
Carex trisperma,312777
Carex tuckermanii,312778
Carex typhina,140862
Carex utriculata,912523
Carex vaginata,241235
Carex vesicaria,241236
Carex virescens,312780
Carex viridula,241237
Carex vulpinoidea,140866
Carex woodii,912529
Carex x,not found
Carpinus caroliniana,12991
Carthamus tinctorius,4222
Carum carvi,48032
Carya cordiformis,139928
Carya laciniosa,1370058
Carya ovalis,13403
Carya ovata,60418
Carya tomentosa,91227
Castanea dentata,134033
Castilleja coccinea,374697
Castilleja sessiliflora,1229048
Catalpa speciosa,155717
Caulophyllum thalictroides,46963
Ceanothus americanus,54778
Ceanothus herbaceus,73683
Celastrus orbiculatus,85181
Celastrus scandens,123407
Celosia argentea,46112
Celtis occidentalis,228587
Celtis tenuifolia,not found
Cenchrus longispinus,not found
Centaurea calcitrapa,41511
Centaurea cyanus,41522
Centaurea diffusa,124929
Centaurea jacea,351340
Centaurea montana,41537
Centaurea nigra,75633
Centaurea nigrescens,1308045
Centaurea phrygia,910632
Centaurea stoebe,72152
Centaurium erythraea,172057
Centaurium pulchellum,172069
Cephalanthus occidentalis,43461
Cerastium brachypodum,271593
Cerastium fontanum,230722
Cerastium glomeratum,3580
Cerastium nutans,271579
Cerastium pumilum,271565
Cerastium semidecandrum,271564
Cerastium tomentosum,271552
Cerastium velutinum,271555
Ceratophyllum demersum,4428
Ceratophyllum echinatum,251681
Cercis canadensis,49801
Chaenorrhinum minus,105913
Chaerophyllum procumbens,109108
Chaiturus marrubiastrum,694349
Chamaecrista fasciculata,53854
Chamaecrista nictitans,225969
Chamaedaphne calyculata,13417
Chamaemelum nobile,99037
Chamaesyce geyeri,not found
Chamaesyce glyptosperma,not found
Chamaesyce humistrata,not found
Chamaesyce maculata,216479
Chamaesyce nutans,216481
Chamaesyce polygonifolia,not found
Chamaesyce prostrata,212836
Chamaesyce serpens,212745
Chamaesyce serpyllifolia,932095
Chamaesyce vermiculata,not found
Chamerion angustifolium,13055
Chasmanthium latifolium,38735
Chelidonium majus,71251
Chelone glabra,262425
Chelone obliqua,46064
Chenopodium album,3559
Chenopodium bonus-henricus,122298
Chenopodium capitatum,669655
Chenopodium glaucum,244509
Chenopodium leptophyllum,910633
Chenopodium murale,46091
Chenopodium rubrum,3560
Chenopodium simplex,932096
Chenopodium standleyanum,1072230
Chenopodium urbicum,880706
Chimaphila maculata,93813
Chimaphila umbellata,93815
Chionanthus virginicus,126363
Chloris verticillata,not found
Chondrilla juncea,75963
Chorispora tenella,358662
Chrysopsis camporum,not found
Chrysosplenium americanum,36749
Cichorium intybus,13427
Cicuta bulbifera,254035
Cicuta maculata,178650
Cimicifuga racemosa,64040
Cinna arundinacea,568985
Circaea alpina,22655
Circaea canadensis,253508
Cirsium altissimum,1308046
Cirsium arvense,41550
Cirsium discolor,196712
Cirsium flodmanii,1261133
Cirsium muticum,196730
Cirsium pitcheri,196734
Cirsium pumilum,1261135
Cirsium undulatum,1234499
Cirsium vulgare,92907
Citrullus lanatus,3654
Cladium mariscoides,906947
Claytonia virginica,89079
Clematis integrifolia,218853
Clematis pitcheri,748707
Clematis terniflora,231663
Clematis virginiana,743734
Cleome serrulata,377454
Clinopodium arkansanum,980656
Clinopodium vulgare,204222
Clintonia borealis,34183
Coeloglossum viride,230577
Coincya monensis,55965
Coleataenia anceps,206010
Coleataenia longifolia,not found
Coleataenia rigidula,not found
Collinsia verna,183438
Collinsonia canadensis,39289
Collomia linearis,40761
Comandra umbellata,50119
Comarum palustre,57932
Commelina communis,4744
Commelina erecta,428228
Comptonia peregrina,29742
Conioselinum chinense,52460
Conium maculatum,13447
Conoclinium coelestinum,102761
Conopholis americana,4179
Conringia orientalis,228876
Consolida ajacis,37494
Consolida regalis,984867
Convallaria majalis,32189
Convolvulus arvensis,4123
Coptis trifolia,38790
Corallorhiza maculata,48526
Corallorhiza odontorhiza,459589
Corallorhiza trifida,451881
Corallorhiza wisteriana,459594
Coreopsis basalis,159655
Coreopsis grandiflora,13449
Coreopsis lanceolata,159666
Coreopsis palmata,159674
Coreopsis tinctoria,41554
Coreopsis tripteris,159685
Coriandrum sativum,4047
Corispermum hyssopifolium,1151092
Cornus alba,367337
Cornus alternifolia,16902
Cornus canadensis,4282
Cornus drummondii,367342
Cornus florida,4283
Cornus obliqua,16904
Cornus racemosa,4284
Cornus rugosa,367353
Corydalis aurea,not found
Corydalis flavula,330165
Corydalis micrantha,1394143
Corydalis sempervirens,3464
Corylus americana,78632
Corylus cornuta,13452
Corynephorus canescens,388701
Cosmos bipinnatus,51277
Cosmos sulphureus,459758
Cota tinctoria,99028
Cotinus coggygria,269719
Cotoneaster acutifolia,not found
Cotoneaster divaricata,not found
Cotoneaster magnificus,not found
Cotoneaster multiflora,not found
Crataegus calpodendron,416281
Crataegus chrysocarpa,510715
Crataegus crus-galli,216036
Crataegus flabellata,510723
Crataegus intricata,not found
Crataegus mollis,36593
Crataegus monogyna,140997
Crataegus pedicellata,not found
Crataegus phaenopyrum,416292
Crataegus pruinosa,not found
Crataegus punctata,416294
Crataegus succulenta,1143232
Crepis capillaris,13465
Crepis tectorum,55615
Crotalaria sagittalis,not found
Croton capitatus,323035
Croton glandulosus,323052
Croton lindheimerianus,504215
Croton monanthogynus,504225
Crypsis schoenoides,416027
Cryptogramma stelleri,377231
Cryptotaenia canadensis,54828
Cucumis melo,3656
Cucurbita foetidissima,184136
Cuphea viscosissima,857185
Cuscuta campestris,132261
Cuscuta cephalanthi,267556
Cuscuta compacta,267558
Cuscuta coryli,437251
Cuscuta glomerata,113197
Cuscuta gronovii,35886
Cuscuta pentagona,112407
Cuscuta polygonorum,437289
Cyclachaena xanthiifolia,not found
Cycloloma atriplicifolium,46098
Cymbalaria muralis,4166
Cynodon dactylon,28909
Cynoglossum offlcinale,not found
Cynoglossum virginianum,1288187
Cyperus acuminatus,1350059
Cyperus bipartitus,not found
Cyperus dentatus,not found
Cyperus diandrus,not found
Cyperus echinatus,1053341
Cyperus erythrorhizos,330166
Cyperus esculentus,1053340
Cyperus flavescens,76497
Cyperus houghtonii,not found
Cyperus lupulinus,932097
Cyperus odoratus,388568
Cyperus schweinitzii,not found
Cyperus squarrosus,140880
Cyperus strigosus,529434
Cypripedium acaule,38191
Cypripedium arietinum,153602
Cypripedium candidum,442461
Cypripedium parviflorum,153603
Cypripedium reginae,53051
Cypripedium x,not found
Cystopteris bulbifera,1328777
Cystopteris fragilis,32112
Cystopteris protrusa,1328783
Cystopteris tenuis,1328787
Dactylis glomerata,4509
Dalea candida,252452
Dalea enneandra,not found
Dalea foliosa,not found
Dalea leporina,457896
Dalea purpurea,248511
Danthonia spicata,42048
Dasiphora fruticosa,32239
Dasistoma macrophylla,282250
Datura stramonium,4076
Datura wrightii,434267
Daucus carota,4039
Decodon verticillatus,162018
Delphinium tricorne,158006
Dendrolycopodium obscurum,62333
Deparia acrostichoides,1108166
Deschampsia caespitosa,37723
Deschampsia flexuosa,29672
Descurainia pinnata,110556
Descurainia sophia,89411
Desmanthus illinoensis,196648
Desmodium canadense,932098
Desmodium canescens,556502
Desmodium ciliare,1549122
Desmodium cuspidatum,556504
Desmodium glabellum,not found
Desmodium glutinosum,556505
Desmodium illinoense,not found
Desmodium marilandicum,1549123
Desmodium nudiflorum,556507
Desmodium obtusum,not found
Desmodium paniculatum,343495
Desmodium rotundifolium,1089624
Desmodium sessilifolium,not found
Dianthus armeria,645197
Dianthus barbatus,278075
Dianthus deltoides,202448
Dianthus plumarius,129770
Diarrhena americana,65976
Dicentra canadensis,581247
Dicentra cucullaria,417911
Dichanthelium acuminatum,220438
Dichanthelium boreale,not found
Dichanthelium clandestinum,220419
Dichanthelium commutatum,888266
Dichanthelium depauperatum,888267
Dichanthelium dichotomum,795688
Dichanthelium latifolium,1262105
Dichanthelium leibergii,not found
Dichanthelium linearifolium,1262106
Dichanthelium meridionale,not found
Dichanthelium oligosanthes,888268
Dichanthelium ovale,not found
Dichanthelium perlongum,not found
Dichanthelium portoricense,1620044
Dichanthelium sphaerocarpon,1620046
Dichanthelium spretum,not found
Dichanthelium wilcoxianum,not found
Didiplis diandra,907228
Diervilla lonicera,79606
Digitalis grandiflora,38791
Digitaria ciliaris,66018
Digitaria flliformis,not found
Digitaria ischaemum,261599
Digitaria sanguinalis,121769
Diodia teres,497229
Dioscorea villosa,330167
Diphasiastrum complanatum,34168
Diphasiastrum tristachyum,37432
Diplazium pycnocarpon,93615
Diplotaxis muralis,360583
Diplotaxis tenuifolia,264416
Dipsacus fullonum,183561
Dipsacus laciniatus,398307
Dirca palustris,39989
Distichlis spicata,38594
Dodecatheon meadia,59976
Doellingeria umbellata,72927
Draba brachycarpa,311920
Draba reptans,95427
Draba verna,161951
Dracocephalum parviflorum,1150285
Dracopis amplexicaulis,52290
Drosera intermedia,463625
Drosera rotundifolia,173423
Drymocallis arguta,57927
Dryopteris carthusiana,239555
Dryopteris celsa,1082683
Dryopteris clintoniana,1082684
Dryopteris cristata,32114
Dryopteris fllix-mas,not found
Dryopteris goldiana,207840
Dryopteris intermedia,207841
Dryopteris marginalis,449839
Dulichium arundinaceum,100290
Dysphania ambrosioides,330163
Dysphania botrys,240045
Dyssodia papposa,169576
Echinacea pallida,53749
Echinacea purpurea,53751
Echinochloa colona,90396
Echinochloa crus-galli,90397
Echinochloa walteri,458535
Echinocystis lobata,252533
Echinodorus berteroi,430087
Echinops sphaerocephalus,92910
Echium vulgare,34253
Eclipta prostrata,53719
Egeria densa,55453
Eichhornia crassipes,44947
Elaeagnus angustifolia,36777
Elaeagnus umbellata,43233
Eleocharis acicularis,280053
Eleocharis compressa,756498
Eleocharis elliptica,863328
Eleocharis engelmannii,110285
Eleocharis equisetoides,110286
Eleocharis geniculata,110288
Eleocharis intermedia,863332
Eleocharis melanocarpa,110290
Eleocharis microcarpa,110291
Eleocharis obtusa,110294
Eleocharis olivacea,not found
Eleocharis palustris,110297
Eleocharis quadrangulata,529437
Eleocharis quinqueflora,46325
Eleocharis robbinsii,110302
Eleocharis rostellata,110303
Eleocharis tenuis,863360
Eleocharis wolfii,not found
Eleusine indica,29674
Ellisia nyctelea,79343
Elodea canadensis,100364
Elodea nuttallii,55313
Elyhordium x,not found
Elymus canadensis,29675
Elymus hystrix,145781
Elymus repens,52152
Elymus riparius,145779
Elymus trachycaulus,52709
Elymus villosus,not found
Elymus virginicus,145780
Elytrigia elongata,4588
Endodeca serpentaria,not found
Enemion biternatum,46967
Epifagus virginiana,4177
Epigaea repens,45914
Epilobium ciliatum,33132
Epilobium coloratum,932100
Epilobium hirsutum,210355
Epilobium leptophyllum,1233960
Epilobium palustre,669682
Epilobium parviflorum,644182
Epilobium strictum,not found
Epipactis helleborine,28472
Equisetum arvense,3258
Equisetum fluviatile,231680
Equisetum hyemale,3262
Equisetum laevigatum,223814
Equisetum palustre,113538
