"4040","14","548","562","8"
"4041","10","549","52","20"
"4042","10","549","212","20"
"4043","10","549","308","20"
"4044","10","549","858","40"
"4045","10","549","1104","40"
"4046","10","549","1237","20"
"4047","10","549","1244","80"
"4048","10","549","1443","60"
"4049","10","549","2102","40"
"4050","10","549","2115","40"
"4051","10","549","2388","20"
"4052","10","550","52","20"
"4053","10","550","458","60"
"4054","10","550","1237","20"
"4055","10","550","1244","60"
"4056","10","550","1443","40"
"4057","10","550","1657","40"
"4058","10","551","52","40"
"4059","10","551","1244","60"
"4060","10","551","1373","20"
"4061","10","551","1427","20"
"4062","10","551","1443","60"
"4063","10","551","1657","20"
"4064","10","552","52","40"
"4065","10","552","1244","60"
"4066","10","552","1297","20"
"4067","10","552","1443","20"
"4068","10","552","1657","40"
"4069","10","553","52","40"
"4070","10","553","466","20"
"4071","10","553","545","20"
"4072","10","553","1443","20"
"4073","10","553","1487","20"
"4074","10","553","2102","20"
"4075","10","554","52","20"
"4076","10","554","545","20"
"4077","10","554","1237","20"
"4078","10","554","1244","40"
"4079","10","554","1443","20"
"4080","10","554","1696","20"
"4081","10","554","2101","20"
"4082","10","554","2102","40"
"4083","10","555","52","20"
"4084","10","555","545","20"
"4085","10","555","1237","60"
"4086","10","555","1244","40"
"4087","10","555","1443","40"
"4088","10","555","2102","60"
"4089","10","556","6","20"
"4090","10","556","52","20"
"4091","10","556","458","20"
"4092","10","556","466","60"
"4093","10","556","952","20"
"4094","10","556","1237","40"
"4095","10","556","1248","20"
"4096","10","556","1443","40"
"4097","10","556","2102","40"
"4098","10","557","1237","20"
"4099","10","557","1244","20"
"4100","10","557","1297","20"
"4101","10","557","1443","40"
"4102","10","557","1712","80"
"4103","10","558","858","20"
"4104","10","558","1443","40"
"4105","10","558","2384","80"
"4106","10","559","858","20"
"4107","10","559","1199","20"
"4108","10","559","1297","20"
"4109","10","559","1443","20"
"4110","10","559","2384","60"
"4111","10","559","2386","40"
"4112","10","560","52","20"
"4113","10","560","466","40"
"4114","10","560","1237","60"
"4115","10","560","1244","60"
"4116","10","560","1297","20"
"4117","10","560","1443","20"
"4118","10","560","2384","40"
"4119","10","561","212","20"
"4120","10","561","243","20"
"4121","10","561","458","40"
"4122","10","561","466","20"
"4123","10","561","952","20"
"4124","10","561","1237","40"
"4125","10","561","1244","60"
"4126","10","561","1373","20"
"4127","10","561","1443","80"
"4128","10","561","2384","20"
"4129","10","562","458","40"
"4130","10","562","952","20"
"4131","10","562","1237","40"
"4132","10","562","1244","40"
"4133","10","562","1373","40"
"4134","10","562","1443","80"
"4135","10","562","1657","20"
"4136","10","563","35","20"
"4137","10","563","52","20"
"4138","10","563","243","20"
"4139","10","563","458","40"
"4140","10","563","1237","60"
"4141","10","563","1244","40"
"4142","10","563","1373","20"
"4143","10","563","1443","40"
"4144","10","563","2019","20"
"4145","10","564","52","20"
"4146","10","564","311","20"
"4147","10","564","1237","60"
"4148","10","564","1244","40"
"4149","10","564","1443","20"
"4150","10","564","2102","20"
"4151","10","564","2243","20"
"4152","10","565","311","20"
"4153","10","565","858","40"
"4154","10","565","952","40"
"4155","10","565","1232","40"
"4156","10","565","1237","40"
"4157","10","565","1244","60"
"4158","10","565","1297","20"
"4159","10","565","1443","20"
"4160","10","565","2102","20"
"4161","10","565","2384","40"
"4162","10","566","52","20"
"4163","10","566","466","40"
"4164","10","566","858","60"
"4165","10","566","1244","40"
"4166","10","566","1297","60"
"4167","10","566","1372","20"
"4168","10","566","1427","20"
"4169","10","566","1443","20"
"4170","10","566","2384","40"
"4171","10","567","466","20"
"4172","10","567","858","40"
"4173","10","567","912","20"
"4174","10","567","1237","40"
"4175","10","567","1244","40"
"4176","10","567","1297","40"
"4177","10","567","1373","20"
"4178","10","567","1443","40"
"4179","10","567","2133","20"
"4180","10","567","2384","60"
"4181","10","567","2427","40"
"4182","10","568","466","20"
"4183","10","568","1244","40"
"4184","10","568","1297","40"
"4185","10","568","1373","20"
"4186","10","568","1443","60"
"4187","10","568","2384","60"
"4188","10","569","52","20"
"4189","10","569","466","40"
"4190","10","569","1237","40"
"4191","10","569","1244","40"
"4192","10","569","1373","20"
"4193","10","569","1443","60"
"4194","10","569","1577","20"
"4195","10","569","2384","60"
"4196","10","569","2427","20"
"4197","10","570","466","20"
"4198","10","570","754","20"
"4199","10","570","1237","40"
"4200","10","570","1244","40"
"4201","10","570","1248","20"
"4202","10","570","1297","40"
"4203","10","570","1443","60"
"4204","10","570","2384","60"
"4205","10","570","2427","20"
"4206","10","571","466","20"
"4207","10","571","952","20"
"4208","10","571","1237","20"
"4209","10","571","1244","60"
"4210","10","571","1443","60"
"4211","10","571","2384","40"
"4212","10","572","466","40"
"4213","10","572","952","20"
"4214","10","572","1237","40"
"4215","10","572","1244","60"
"4216","10","572","1443","60"
"4217","10","572","2384","40"
"4218","10","572","2388","20"
"4219","10","573","458","20"
"4220","10","573","466","20"
"4221","10","573","545","40"
"4222","10","573","952","20"
"4223","10","573","1104","20"
"4224","10","573","1237","40"
"4225","10","573","1244","40"
"4226","10","573","1297","40"
"4227","10","573","1443","40"
"4228","10","573","2054","20"
"4229","10","573","2384","20"
"4230","10","573","2427","40"
"4231","10","574","466","40"
"4232","10","574","952","20"
"4233","10","574","1237","40"
"4234","10","574","1244","80"
"4235","10","574","1297","20"
"4236","10","574","1443","40"
"4237","10","574","1577","20"
"4238","10","574","2386","20"
"4239","10","574","2427","20"
"4240","10","575","52","20"
"4241","10","575","858","20"
"4242","10","575","1244","80"
"4243","10","575","1297","20"
"4244","10","575","1443","20"
"4245","10","575","2121","20"
"4246","10","575","2384","40"
"4247","10","576","52","20"
"4248","10","576","308","20"
"4249","10","576","466","20"
"4250","10","576","754","20"
"4251","10","576","858","20"
"4252","10","576","1244","40"
"4253","10","576","1297","20"
"4254","10","576","1443","20"
"4255","10","576","2121","20"
"4256","10","576","2384","60"
"4257","10","577","52","20"
"4258","10","577","311","20"
"4259","10","577","466","20"
"4260","10","577","754","20"
"4261","10","577","1237","40"
"4262","10","577","1244","40"
"4263","10","577","1427","20"
"4264","10","577","1443","40"
"4265","10","577","2115","20"
"4266","10","578","52","20"
"4267","10","578","458","20"
"4268","10","578","466","40"
"4269","10","578","1237","20"
"4270","10","578","1244","60"
"4271","10","578","1443","20"
"4272","10","579","466","80"
"4273","10","579","754","20"
"4274","10","579","952","40"
"4275","10","579","1237","20"
"4276","10","579","1244","40"
"4277","10","579","1297","40"
"4278","10","579","1443","20"
"4279","10","579","2386","20"
"4280","10","580","1443","20"
"4281","10","580","2102","20"
"4282","10","580","2386","100"
"4283","10","581","1297","20"
"4284","10","581","2384","100"
"4285","10","582","1297","20"
"4286","10","582","1443","20"
"4287","10","582","2384","100"
"4288","10","583","2384","100"
"4289","10","584","466","20"
"4290","10","584","858","40"
"4291","10","584","1244","20"
"4292","10","584","1443","20"
"4293","10","584","2384","80"
"4294","10","585","466","40"
"4295","10","585","754","20"
"4296","10","585","858","60"
"4297","10","585","912","20"
"4298","10","585","952","20"
"4299","10","585","1244","60"
"4300","10","585","1248","20"
"4301","10","585","1443","60"
"4302","10","585","2121","40"
"4303","10","585","2384","40"
"4304","10","586","545","40"
"4305","10","586","858","20"
"4306","10","586","952","20"
"4307","10","586","1237","20"
"4308","10","586","1244","20"
"4309","10","586","1297","20"
"4310","10","586","1443","40"
"4311","10","586","2133","20"
"4312","10","586","2386","60"
"4313","10","587","466","20"
"4314","10","587","858","60"
"4315","10","587","951","20"
"4316","10","587","1244","20"
"4317","10","587","1297","20"
"4318","10","587","1443","60"
"4319","10","587","2386","40"
"4320","10","587","2427","40"
"4321","10","588","466","40"
"4322","10","588","858","60"
"4323","10","588","1244","40"
"4324","10","588","1443","60"
"4325","10","588","2386","40"
